Make,Model,Year,Price,Mileage,Manufacture_Date
Honda,Truck,2003,44567,109384,2002-02-22
Hyundai,Minivan,2017,52365,58031,2016-03-21
Hyundai,Hatchback,2016,75122,139593,2006-07-07
Ford,Sedan,2006,30006,132818,2021-06-10
Honda,Coupe,2022,46198,83127,2014-06-03
Honda,Hatchback,2004,27831,92254,2020-11-29
Audi,Convertible,2011,21459,68232,2006-12-13
Nissan,Coupe,2016,37443,143084,2002-05-11
Mercedes-Benz,Coupe,2022,47316,80224,2005-02-19
Audi,Hatchback,2012,69486,154529,2009-08-27
Hyundai,Truck,2022,10877,29960,2004-06-10
Volkswagen,Truck,2002,44553,87695,2015-02-09
Mercedes-Benz,Hatchback,2008,9922,130066,2007-04-11
Volkswagen,Hatchback,2016,9686,138982,2005-04-16
Toyota,Hatchback,2016,37766,2693,2009-07-10
Hyundai,Minivan,2019,37006,115313,2007-04-10
Chevrolet,Minivan,2015,36422,146930,2000-10-16
Nissan,Convertible,2021,17205,28810,2019-03-13
Volkswagen,SUV,2012,28527,20092,2016-01-15
Mercedes-Benz,Coupe,2018,23443,179772,2020-01-19
Hyundai,Hatchback,2016,21524,58105,2007-09-30
Audi,Minivan,2003,33202,161577,2016-04-28
Ford,SUV,2011,70552,28555,2013-03-05
BMW,Convertible,2008,51142,71934,2019-11-21
Honda,Coupe,2018,66692,72788,2004-01-13
Nissan,SUV,2011,25855,77257,2005-06-10
Nissan,Coupe,2008,65372,17939,2021-01-03
Honda,Truck,2006,30095,142897,2008-12-04
Honda,Hatchback,2013,43724,155223,2020-07-04
Honda,Truck,2019,54241,128068,2018-06-14
Ford,Sedan,2018,57003,36,2008-11-25
Toyota,Convertible,2014,73379,93948,2016-03-02
Ford,Hatchback,2015,20972,83707,2014-07-06
Audi,SUV,2020,27927,39051,2013-11-02
Toyota,Coupe,2004,71630,80738,2004-09-12
BMW,Minivan,2002,57347,73596,2003-08-03
Honda,Sedan,2011,74518,60071,2001-09-09
Ford,Convertible,2019,50283,130613,2011-08-28
Chevrolet,Convertible,2020,17205,73601,2016-09-12
Audi,Convertible,2003,17748,29873,2001-04-13
BMW,SUV,2020,26097,167720,2016-03-02
BMW,Hatchback,2022,8092,71468,2003-02-13
Mercedes-Benz,Truck,2015,58311,26470,2002-08-09
Mercedes-Benz,Sedan,2006,27692,196201,2021-12-08
BMW,SUV,2012,28862,8328,2008-03-25
Toyota,Coupe,2020,75469,137405,2016-08-19
Hyundai,SUV,2009,9926,121173,2021-08-08
Audi,Coupe,2006,8969,46638,2016-04-18
Mercedes-Benz,Coupe,2013,40733,11268,2019-05-18
Nissan,Convertible,2004,74855,113920,2005-05-25
Honda,SUV,2002,46743,110379,2003-04-06
Audi,Truck,2022,44876,148117,2010-09-25
BMW,Coupe,2010,25323,171813,2021-04-05
BMW,Minivan,2010,21428,173842,2016-12-15
Chevrolet,Convertible,2017,39578,7887,2008-05-04
Hyundai,Truck,2014,69140,24918,2000-10-31
Honda,SUV,2011,11364,35497,2017-05-10
Nissan,Truck,2008,40349,93562,2022-01-08
Volkswagen,SUV,2009,5691,192081,2013-06-09
Mercedes-Benz,Coupe,2011,71467,11929,2007-09-05
Chevrolet,Sedan,2016,50896,102201,2010-10-11
BMW,Sedan,2005,62062,192834,2001-12-13
Hyundai,Hatchback,2006,18861,116566,2018-10-01
Toyota,Hatchback,2013,68928,28546,2022-11-27
Chevrolet,Coupe,2012,46347,168410,2008-10-10
Hyundai,Truck,2007,8121,165355,2014-03-13
Audi,SUV,2009,33164,82494,2017-10-24
Audi,Sedan,2008,30491,46566,2004-11-07
Ford,SUV,2017,64222,85464,2002-12-10
Chevrolet,Coupe,2001,28165,128279,2014-11-30
Audi,Truck,2004,8748,81991,2014-05-31
BMW,Minivan,2004,31553,92680,2020-01-18
Audi,SUV,2005,65380,28013,2018-03-18
Hyundai,Truck,2018,49331,52132,2006-08-07
Volkswagen,Minivan,2007,44560,159156,2017-08-20
Mercedes-Benz,Sedan,2015,58865,107855,2010-10-31
BMW,SUV,2012,51686,152215,2017-12-10
Honda,Convertible,2000,9675,91627,2018-10-22
Hyundai,Sedan,2021,71706,122772,2020-08-14
Volkswagen,Truck,2019,15068,145251,2008-06-21
Audi,Coupe,2016,59460,189798,2006-06-23
Nissan,Convertible,2006,51418,141294,2018-04-04
Ford,Hatchback,2012,31206,191037,2013-09-09
Volkswagen,SUV,2003,5287,64068,2021-09-07
Audi,Hatchback,2003,27337,155021,2009-03-01
Volkswagen,Sedan,2005,25666,16116,2010-01-23
Volkswagen,SUV,2018,6161,182124,2002-08-10
Hyundai,SUV,2011,43751,51369,2009-01-13
Nissan,Convertible,2021,19758,179889,2008-09-14
Audi,Convertible,2006,70780,103100,2008-11-21
Nissan,Convertible,2009,8178,29655,2012-02-02
Chevrolet,Convertible,2018,36831,188874,2009-03-11
Hyundai,Coupe,2006,7176,47632,2017-09-20
Mercedes-Benz,Truck,2002,38654,145265,2016-06-01
Mercedes-Benz,Convertible,2012,31627,161848,2013-04-10
Volkswagen,Sedan,2012,57550,174297,2014-12-28
BMW,SUV,2017,49910,191082,2002-11-03
Ford,Hatchback,2019,63251,196523,2022-08-15
Chevrolet,Convertible,2007,40422,179884,2019-03-10
Hyundai,Sedan,2008,16984,18895,2016-03-28
BMW,Coupe,2006,66386,196854,2015-06-13
Toyota,Sedan,2000,12135,152281,2000-04-15
Ford,Hatchback,2002,5320,192879,2002-02-08
Mercedes-Benz,Hatchback,2012,26684,23086,2008-01-19
Mercedes-Benz,Sedan,2016,60913,85637,2021-08-17
BMW,Coupe,2000,26889,158279,2018-02-09
Chevrolet,Hatchback,2005,53899,107334,2015-11-23
Ford,Coupe,2020,15770,151969,2011-12-04
BMW,SUV,2005,44321,63083,2002-07-22
Toyota,Convertible,2011,46777,95028,2015-07-01
Hyundai,Hatchback,2012,51250,66957,2016-03-03
BMW,Sedan,2012,78034,97551,2016-07-25
Volkswagen,Truck,2014,45130,78506,2022-08-14
Audi,Truck,2020,54346,138355,2012-04-01
Volkswagen,Minivan,2015,7537,94024,2000-09-11
Ford,SUV,2021,20216,81481,2019-05-28
Nissan,Truck,2020,8009,255,2013-02-08
Volkswagen,SUV,2010,34327,15487,2021-07-11
Audi,Convertible,2004,19209,19346,2017-05-27
Volkswagen,Minivan,2003,53443,35050,2010-03-31
BMW,SUV,2002,20029,8744,2005-07-28
Audi,Coupe,2018,72613,155828,2005-05-21
Hyundai,Coupe,2019,61997,61596,2022-09-13
Nissan,Minivan,2017,67559,156218,2005-01-26
BMW,Coupe,2014,69892,119640,2008-09-18
Toyota,Hatchback,2008,75409,55032,2018-02-13
Toyota,Coupe,2016,13635,42687,2022-09-25
Ford,Coupe,2013,38065,177175,2000-07-01
Honda,Coupe,2014,38783,153048,2018-06-15
Volkswagen,Coupe,2000,39152,62863,2000-06-13
Audi,Hatchback,2020,63741,131663,2019-01-19
BMW,Coupe,2021,56502,6277,2005-11-07
Toyota,Coupe,2021,34092,61860,2001-03-30
Nissan,Convertible,2002,22653,133332,2006-04-04
Honda,Hatchback,2015,45469,196955,2021-06-25
Nissan,Coupe,2022,64754,24741,2013-03-15
Volkswagen,SUV,2010,34978,119720,2001-06-25
Chevrolet,Minivan,2011,48169,37211,2016-07-08
Honda,Convertible,2009,53287,172614,2007-04-19
Mercedes-Benz,Hatchback,2015,59745,6869,2019-07-29
Chevrolet,Truck,2007,10543,87616,2015-11-16
Chevrolet,Sedan,2005,61392,195804,2015-11-03
Volkswagen,Hatchback,2011,26067,94515,2012-08-19
Nissan,Minivan,2020,56033,150494,2011-10-02
Hyundai,Convertible,2007,50256,166685,2016-12-11
Toyota,Coupe,2003,74345,188088,2018-04-09
Audi,Convertible,2007,27191,60110,2004-08-15
Audi,Sedan,2017,77742,34033,2013-12-13
BMW,Sedan,2004,33992,45213,2020-10-05
BMW,Hatchback,2008,53803,193065,2021-06-03
Chevrolet,Coupe,2003,68477,12938,2004-06-25
Chevrolet,Coupe,2021,18210,130842,2016-05-02
Hyundai,SUV,2016,31270,2274,2012-10-14
Volkswagen,Sedan,2008,67008,84390,2014-03-31
Toyota,Coupe,2000,10197,162887,2014-01-21
Audi,Sedan,2020,12452,150033,2005-03-05
Hyundai,SUV,2019,46486,20044,2008-10-10
Audi,Truck,2012,19859,99372,2006-06-24
Mercedes-Benz,Sedan,2015,32236,153047,2020-09-11
BMW,SUV,2012,36899,14706,2006-12-01
Mercedes-Benz,SUV,2013,37083,137046,2021-05-17
Toyota,Minivan,2002,72708,76464,2001-01-01
Toyota,SUV,2005,21663,21213,2017-11-08
Volkswagen,Convertible,2017,24053,1950,2018-02-01
Honda,Hatchback,2018,16085,10411,2000-01-13
Chevrolet,Coupe,2004,35564,128603,2008-11-13
BMW,Sedan,2014,64095,177228,2006-05-06
Hyundai,Hatchback,2001,74517,62744,2011-01-25
Volkswagen,Convertible,2009,26153,148843,2020-06-29
Hyundai,Sedan,2017,10247,35053,2001-01-10
Honda,Hatchback,2012,15553,183148,2000-09-13
Volkswagen,Convertible,2004,25811,138117,2001-03-25
Nissan,Coupe,2022,11135,57623,2008-10-17
Audi,SUV,2000,10573,29714,2016-11-27
Chevrolet,Hatchback,2021,12189,165458,2016-04-09
Chevrolet,Hatchback,2000,48646,109283,2021-12-22
Chevrolet,Sedan,2017,58687,8562,2020-05-21
Mercedes-Benz,SUV,2014,73312,55048,2003-08-01
BMW,Minivan,2016,32564,93295,2022-10-31
Volkswagen,Coupe,2010,33835,12026,2010-12-30
Volkswagen,Sedan,2020,66587,106147,2010-10-15
Mercedes-Benz,Truck,2021,12697,31589,2018-05-19
Toyota,Truck,2016,78922,108199,2011-02-23
BMW,Truck,2012,22046,97274,2022-03-13
Honda,Coupe,2000,62823,26844,2016-03-09
Honda,Truck,2001,78580,154519,2001-03-18
Chevrolet,Hatchback,2008,58370,90415,2008-01-23
Volkswagen,Minivan,2002,14615,54708,2010-10-11
Ford,Sedan,2000,10060,194997,2001-02-02
Toyota,Minivan,2020,65519,70825,2008-03-14
Hyundai,Minivan,2015,76117,51574,2017-04-30
Chevrolet,Minivan,2022,66158,85548,2006-01-25
Honda,Hatchback,2005,39782,149884,2004-09-03
Honda,Truck,2016,63255,186381,2015-10-15
BMW,Minivan,2004,77684,64230,2015-07-18
Toyota,Minivan,2004,61918,172700,2007-01-12
Toyota,Sedan,2005,30256,40581,2020-11-29
Ford,Hatchback,2002,35005,177700,2000-06-09
Honda,Coupe,2020,11638,25105,2022-02-01
Audi,SUV,2022,42419,79830,2010-09-09
BMW,Hatchback,2004,38377,69157,2009-10-13
Volkswagen,Convertible,2020,48116,163514,2004-12-30
Audi,Truck,2004,41634,87235,2015-04-14
Nissan,Convertible,2009,28382,2347,2003-03-22
BMW,SUV,2009,61063,47650,2013-06-19
Hyundai,Coupe,2018,27394,148182,2013-05-12
Volkswagen,Hatchback,2016,72789,193242,2008-10-25
Toyota,Coupe,2020,5864,135995,2021-05-30
Volkswagen,SUV,2013,45222,182873,2000-05-10
BMW,Convertible,2008,18666,193843,2018-03-26
Honda,Hatchback,2013,25955,124926,2009-10-02
Nissan,Truck,2000,74590,81147,2004-02-08
Toyota,Sedan,2018,71471,48135,2020-05-05
Audi,Minivan,2012,48298,19199,2021-02-04
Mercedes-Benz,Coupe,2012,68108,140138,2020-11-17
Nissan,SUV,2003,53924,101583,2018-04-15
Ford,Hatchback,2000,21709,183208,2007-08-20
Mercedes-Benz,Convertible,2016,14726,92290,2013-05-08
Hyundai,Truck,2007,65824,167647,2010-02-25
Audi,Convertible,2001,45542,120787,2004-11-04
Hyundai,Truck,2007,25245,177805,2018-06-06
Volkswagen,Hatchback,2006,39753,114427,2008-05-02
Honda,Sedan,2001,26316,148063,2001-01-10
Volkswagen,Sedan,2021,20960,153625,2017-05-18
Honda,Minivan,2021,35791,87493,2008-04-24
Chevrolet,SUV,2002,30216,131706,2017-01-09
Chevrolet,SUV,2017,37467,12771,2002-01-10
Hyundai,Truck,2011,69427,125607,2002-12-21
Ford,Truck,2000,67047,149370,2003-04-25
Hyundai,Truck,2021,78290,79876,2008-07-16
Chevrolet,Truck,2011,52014,167071,2000-09-24
Mercedes-Benz,Minivan,2004,9078,59648,2007-08-06
Mercedes-Benz,Hatchback,2016,55519,193740,2011-11-28
Ford,Hatchback,2015,9042,198581,2013-08-05
Ford,Sedan,2014,54052,75783,2022-03-31
Ford,SUV,2022,19389,44440,2009-06-21
Hyundai,Minivan,2014,73111,31655,2002-09-16
Audi,SUV,2004,55733,43039,2002-07-26
BMW,Coupe,2020,39754,55255,2018-03-21
Toyota,SUV,2013,23624,72219,2019-02-19
Ford,SUV,2001,31681,186061,2020-02-07
Toyota,Convertible,2010,29704,11244,2016-06-28
Audi,Convertible,2018,12493,94594,2006-06-16
BMW,Minivan,2006,74639,58595,2009-02-27
Ford,Coupe,2005,59383,170623,2017-05-31
Ford,Truck,2001,7994,194302,2013-03-09
Ford,Coupe,2005,74280,103898,2010-04-01
Mercedes-Benz,Coupe,2017,52234,28371,2019-08-08
Audi,Sedan,2001,52291,159950,2001-06-02
Toyota,Hatchback,2017,10594,167229,2000-09-25
Honda,SUV,2014,12371,5914,2014-11-27
Honda,Sedan,2018,52315,27180,2014-12-28
Audi,Minivan,2001,21626,134760,2011-06-17
Ford,Hatchback,2019,12130,80219,2014-02-17
Honda,Minivan,2005,11828,78616,2010-08-01
Toyota,SUV,2000,62514,140988,2021-12-07
Honda,Minivan,2014,57664,187435,2006-05-24
Toyota,Coupe,2022,22883,95213,2010-01-22
Ford,SUV,2009,48059,158432,2012-07-12
Ford,Truck,2018,47932,37805,2001-05-15
Hyundai,Truck,2016,66269,144525,2022-02-17
Chevrolet,Coupe,2004,7035,126599,2022-09-16
Mercedes-Benz,Minivan,2003,45745,153775,2015-03-06
BMW,Convertible,2009,22241,190093,2007-07-09
BMW,Truck,2016,57975,74176,2008-12-20
Volkswagen,Coupe,2009,28154,94799,2008-06-12
Mercedes-Benz,Sedan,2016,30625,98385,2015-09-14
Ford,Convertible,2019,49950,88919,2021-05-06
BMW,Truck,2004,61396,138482,2018-02-08
Toyota,Coupe,2001,18331,81462,2003-08-20
Volkswagen,Coupe,2005,68927,179340,2021-04-12
Honda,Sedan,2020,68014,165320,2010-04-04
Honda,Sedan,2001,44346,31159,2015-07-25
Volkswagen,Convertible,2012,75411,42039,2007-01-06
Chevrolet,Hatchback,2010,59478,47800,2011-05-26
Nissan,Truck,2010,17254,40761,2009-01-30
Toyota,Coupe,2015,60734,94626,2006-09-02
BMW,Convertible,2010,33621,118368,2015-10-18
Chevrolet,Minivan,2018,51121,174735,2016-03-15
Toyota,Convertible,2014,65197,80903,2002-12-25
Hyundai,Minivan,2022,47431,171484,2012-06-21
BMW,Sedan,2022,9837,118998,2006-07-22
Hyundai,Coupe,2015,76232,166439,2017-09-16
Ford,SUV,2010,53994,136885,2010-12-18
Mercedes-Benz,Hatchback,2021,17615,59894,2001-10-28
Ford,Hatchback,2015,6466,51444,2015-08-28
Honda,Sedan,2007,35771,165341,2014-02-08
Chevrolet,Minivan,2003,70911,61748,2006-02-12
Volkswagen,Coupe,2007,25746,41190,2017-05-06
Ford,Convertible,2003,65739,40318,2003-05-21
Chevrolet,Hatchback,2002,78369,168090,2004-06-11
Audi,Convertible,2002,6893,124078,2003-10-06
Honda,Truck,2017,35573,39759,2019-12-02
BMW,SUV,2018,45874,16498,2017-05-30
Chevrolet,Sedan,2018,38367,25989,2000-06-25
Toyota,Minivan,2020,26199,156640,2018-05-10
BMW,Hatchback,2004,79328,117035,2008-01-07
Honda,Truck,2017,62724,66577,2020-11-08
Ford,Truck,2009,41405,105231,2020-11-05
Audi,SUV,2021,20989,161171,2010-03-04
Hyundai,Sedan,2020,33931,89900,2011-09-14
Nissan,Sedan,2005,14290,171711,2013-08-11
BMW,Convertible,2000,43367,104679,2022-12-20
BMW,Sedan,2004,35133,23482,2002-08-26
Volkswagen,Truck,2008,32052,69212,2008-08-21
Ford,Convertible,2011,45475,186333,2013-01-16
BMW,Sedan,2013,62656,30048,2006-11-09
Volkswagen,Minivan,2001,9633,134137,2020-12-04
Honda,Minivan,2016,22304,133108,2016-06-11
BMW,SUV,2013,51546,35814,2021-10-19
Audi,Truck,2012,12008,190766,2021-09-30
Toyota,Coupe,2008,53291,147996,2003-06-23
Nissan,SUV,2014,32405,129493,2003-09-26
Honda,SUV,2021,41386,60204,2018-05-22
Hyundai,Sedan,2014,25827,32844,2002-07-12
Ford,Convertible,2010,38040,81943,2001-04-15
Ford,Convertible,2015,65354,21518,2018-01-23
Ford,Minivan,2016,23157,148131,2008-02-02
Audi,Truck,2003,40315,23052,2003-02-22
Honda,Sedan,2000,40932,69803,2008-06-13
BMW,Convertible,2007,26164,71524,2001-09-21
Audi,Minivan,2016,19414,89572,2020-04-12
Volkswagen,Hatchback,2002,19327,139752,2002-02-13
Ford,Coupe,2019,5946,67021,2003-09-05
Hyundai,Hatchback,2014,19693,20043,2020-04-03
Volkswagen,Sedan,2014,32241,2419,2019-09-15
Nissan,Sedan,2021,20540,187964,2013-09-25
BMW,Convertible,2013,77255,121831,2021-05-07
BMW,SUV,2022,69757,101799,2007-12-09
Chevrolet,Sedan,2013,46203,148212,2002-07-23
Hyundai,SUV,2001,30081,174556,2005-06-09
Audi,Truck,2012,66861,194941,2013-09-05
Audi,Minivan,2013,16350,176282,2017-11-29
Mercedes-Benz,Truck,2018,60512,57600,2014-12-18
Nissan,Convertible,2006,61809,116467,2017-04-12
Ford,Truck,2002,47832,78497,2004-02-14
Chevrolet,Hatchback,2014,33369,108611,2014-09-07
Volkswagen,Hatchback,2022,36728,137559,2002-10-07
BMW,Hatchback,2013,22576,60692,2009-07-09
Mercedes-Benz,Convertible,2010,34001,62112,2021-03-12
Mercedes-Benz,Convertible,2014,5390,162182,2010-07-24
Nissan,Hatchback,2012,50436,16360,2010-07-06
Toyota,SUV,2017,16569,180482,2011-09-08
BMW,Hatchback,2005,18029,83038,2006-12-28
Audi,SUV,2002,27490,3017,2012-01-07
Volkswagen,Truck,2018,50875,86261,2001-07-05
Ford,SUV,2014,10867,191196,2015-03-29
Ford,Sedan,2022,14121,182021,2015-10-07
Hyundai,Coupe,2004,6539,189340,2008-05-09
Toyota,Sedan,2009,22027,66320,2014-07-28
Nissan,Sedan,2006,79229,31127,2006-12-30
Ford,Convertible,2016,13921,134268,2002-12-25
Chevrolet,Coupe,2006,55435,75088,2001-04-03
Ford,Convertible,2021,15310,172372,2012-12-04
Honda,SUV,2011,68965,180786,2017-04-05
Chevrolet,Hatchback,2016,74922,31921,2005-04-04
Volkswagen,Minivan,2012,17242,4746,2021-01-24
Hyundai,Minivan,2019,13947,68535,2015-07-09
Ford,Minivan,2003,76466,65350,2017-03-30
Audi,SUV,2009,66816,181417,2018-02-24
Chevrolet,Coupe,2002,53785,180292,2014-02-02
Hyundai,Truck,2008,5507,81131,2002-09-30
Mercedes-Benz,SUV,2012,71972,22063,2008-06-10
Honda,Sedan,2017,32151,117116,2007-02-02
Honda,Coupe,2014,16618,88913,2011-10-20
Volkswagen,Coupe,2003,79286,78946,2006-02-19
Chevrolet,SUV,2014,21122,177043,2015-10-15
Audi,SUV,2021,12354,134670,2021-02-10
Toyota,Convertible,2001,35979,10564,2013-08-20
Audi,Convertible,2014,57774,49725,2002-07-27
Hyundai,Sedan,2007,10037,86134,2011-10-11
Ford,Coupe,2007,33633,105940,2010-11-14
BMW,Minivan,2016,29495,191012,2010-12-13
Volkswagen,Truck,2011,69550,62085,2012-09-24
BMW,Truck,2018,41483,17862,2018-02-22
Chevrolet,Coupe,2009,78373,10265,2009-05-01
Toyota,Sedan,2008,39069,140777,2000-09-05
Honda,Minivan,2004,12370,186351,2016-04-16
Honda,Convertible,2005,76947,62471,2008-01-05
Mercedes-Benz,Convertible,2019,44133,91080,2021-11-01
Hyundai,Convertible,2001,5692,194051,2010-07-24
Hyundai,Truck,2012,33926,55828,2013-07-01
Audi,Truck,2005,78984,116884,2019-03-16
Hyundai,Sedan,2004,48390,108007,2019-01-27
Audi,Truck,2000,54593,46104,2018-01-13
Audi,SUV,2020,10209,40934,2017-10-14
Ford,Truck,2021,11533,114420,2013-12-09
Volkswagen,Convertible,2020,12211,6050,2001-11-08
BMW,Sedan,2005,14927,175024,2016-03-06
Ford,Coupe,2005,29594,8484,2004-04-10
Toyota,Coupe,2022,79852,62648,2011-02-05
Toyota,Sedan,2015,12933,59945,2010-01-04
Toyota,SUV,2003,45696,184750,2014-05-01
Honda,Coupe,2010,70449,31323,2011-05-09
Honda,Convertible,2022,72616,86332,2015-01-10
Volkswagen,Coupe,2008,11089,94605,2022-02-15
Toyota,Coupe,2022,61548,166433,2000-07-28
Chevrolet,Convertible,2002,31123,10315,2013-08-23
Chevrolet,Truck,2018,12797,47968,2019-07-21
Mercedes-Benz,SUV,2007,55013,157591,2013-07-16
Ford,Minivan,2004,13346,9107,2021-11-06
BMW,Convertible,2003,38672,55781,2010-11-10
Honda,Convertible,2005,22653,3869,2007-09-25
Hyundai,Hatchback,2001,54556,80983,2003-06-04
BMW,Sedan,2019,31140,158442,2013-01-10
Nissan,SUV,2010,6184,193767,2011-12-12
Volkswagen,Truck,2003,39493,191494,2005-12-03
Volkswagen,Hatchback,2014,49148,7971,2005-01-27
Toyota,Minivan,2005,29846,96805,2002-01-23
Chevrolet,Convertible,2021,27195,25651,2014-12-01
Toyota,Minivan,2016,10606,56974,2005-02-11
BMW,Minivan,2005,8956,23446,2000-06-30
Chevrolet,Minivan,2018,21555,169180,2004-02-22
Toyota,Hatchback,2001,23690,3823,2009-02-26
BMW,Truck,2014,63502,144526,2014-05-05
Nissan,Hatchback,2010,53849,135004,2019-05-30
Mercedes-Benz,Hatchback,2007,31347,141292,2017-07-11
Ford,Hatchback,2018,54056,67965,2006-12-31
Mercedes-Benz,Convertible,2012,68851,159280,2016-09-11
Nissan,Convertible,2011,75211,10510,2014-06-16
Mercedes-Benz,Sedan,2004,46850,175117,2011-08-15
Hyundai,Coupe,2005,32843,141609,2005-12-04
Honda,SUV,2021,67320,105935,2018-01-27
Honda,Sedan,2003,34793,69134,2005-07-14
Hyundai,Truck,2018,44516,72254,2007-09-22
Honda,Hatchback,2019,22857,144854,2016-04-04
BMW,Convertible,2000,24627,114780,2016-10-15
Honda,Hatchback,2019,66822,125544,2016-05-05
Volkswagen,Convertible,2016,57248,65587,2016-11-20
Volkswagen,Minivan,2011,60798,82238,2001-12-14
Chevrolet,SUV,2014,49116,75720,2019-09-21
Audi,Sedan,2000,33557,78004,2009-09-15
Nissan,Sedan,2013,76334,22072,2002-05-13
Volkswagen,Truck,2005,47614,81015,2012-08-30
Ford,Minivan,2004,17720,72746,2014-07-13
Chevrolet,Sedan,2010,62608,176774,2003-11-26
Hyundai,Sedan,2003,77095,102260,2006-04-23
Nissan,Coupe,2012,40892,137129,2001-10-15
Nissan,SUV,2010,5924,128259,2022-04-04
Hyundai,Hatchback,2002,56322,30916,2018-06-09
Audi,Sedan,2000,31478,27268,2001-03-19
Mercedes-Benz,Truck,2005,76042,175050,2020-06-03
Mercedes-Benz,Hatchback,2017,51418,23259,2012-10-13
Toyota,Convertible,2009,67217,184655,2013-12-24
Toyota,Minivan,2004,78762,79400,2012-02-23
Chevrolet,Minivan,2022,16781,34293,2007-10-28
Toyota,Sedan,2009,10515,111581,2008-04-27
Toyota,Sedan,2011,41133,7043,2022-09-13
Hyundai,Hatchback,2001,14095,181502,2007-06-30
Mercedes-Benz,Convertible,2012,25470,107009,2019-01-17
Toyota,Coupe,2007,48129,38893,2014-05-06
Volkswagen,SUV,2001,13531,171714,2004-05-26
Ford,Coupe,2019,42038,161940,2008-02-01
Volkswagen,Truck,2000,47674,26309,2016-03-30
Audi,Hatchback,2004,34831,23284,2012-10-26
Volkswagen,Sedan,2008,62174,126801,2017-05-04
Chevrolet,Coupe,2016,16279,113259,2020-03-28
Toyota,SUV,2008,43220,100804,2018-02-04
Toyota,Truck,2010,65610,69000,2013-06-26
Hyundai,Minivan,2014,57719,84179,2019-11-07
BMW,Coupe,2005,58051,193179,2015-11-01
Audi,Sedan,2022,77013,65049,2018-05-29
Volkswagen,SUV,2002,61652,29265,2000-07-03
BMW,Sedan,2016,70524,23880,2001-06-05
Nissan,Sedan,2004,11470,84579,2003-06-02
Ford,Truck,2011,72598,131327,2002-09-29
Ford,SUV,2017,46798,132574,2017-02-26
Mercedes-Benz,Convertible,2013,58473,65424,2017-08-23
Toyota,Minivan,2020,24880,70966,2019-03-19
Mercedes-Benz,Sedan,2010,49439,172438,2004-06-05
Hyundai,SUV,2008,19308,158497,2001-10-22
Audi,Sedan,2001,40081,183400,2015-02-15
Audi,Coupe,2011,55383,67396,2020-11-07
Nissan,Coupe,2002,14837,71694,2014-05-17
Chevrolet,SUV,2002,57151,136878,2020-07-26
Audi,Minivan,2000,41824,17106,2018-11-27
Audi,Truck,2007,38073,56731,2000-11-15
Audi,Convertible,2021,31299,75010,2009-11-09
Ford,Coupe,2007,63861,32599,2016-04-26
Chevrolet,Truck,2010,35063,71326,2014-06-15
Chevrolet,Convertible,2008,74453,75706,2004-11-02
Honda,Coupe,2004,73472,9004,2004-12-03
Volkswagen,Convertible,2013,19506,115018,2000-10-09
Hyundai,Hatchback,2002,31026,182436,2017-05-08
Toyota,Sedan,2020,32672,25792,2014-02-22
Audi,SUV,2004,43417,195984,2019-07-01
Audi,Coupe,2004,57413,54645,2020-04-14
Honda,Coupe,2018,70066,7232,2015-01-11
Toyota,Sedan,2013,64213,54766,2013-05-28
Chevrolet,Coupe,2003,55971,120601,2000-05-10
Nissan,Coupe,2012,32281,81588,2003-07-17
Ford,Hatchback,2009,33091,179614,2016-08-03
Audi,Coupe,2017,55494,5913,2019-01-18
Hyundai,Coupe,2007,23610,112406,2000-03-01
Hyundai,Coupe,2007,6079,113693,2006-01-20
Audi,Truck,2006,51751,93449,2017-03-08
Hyundai,Coupe,2007,60432,10567,2014-09-07
Nissan,Sedan,2013,35951,38379,2022-04-27
Hyundai,Hatchback,2018,64872,319,2021-10-30
BMW,Coupe,2005,12235,90005,2000-02-07
Toyota,Convertible,2000,67712,110990,2016-05-26
Honda,Hatchback,2022,26473,4791,2014-11-21
Honda,Hatchback,2014,72567,131401,2021-01-07
Mercedes-Benz,Convertible,2000,37230,61032,2001-04-18
Ford,Sedan,2016,73876,175150,2000-02-28
Toyota,Truck,2000,45644,88662,2007-03-21
Audi,Minivan,2014,53664,21300,2007-02-27
BMW,Minivan,2022,50203,75700,2019-12-23
Nissan,Sedan,2001,71677,182017,2013-09-08
Mercedes-Benz,Truck,2013,30425,55609,2022-08-29
